"","dailyMinTempNapa","date"
"1",4.81628460922372,"X1980.01.01"
"2",2.48682537838953,"X1980.01.02"
"3",2.57160483956884,"X1980.01.03"
"4",4.00318253532462,"X1980.01.04"
"5",5.45665388588512,"X1980.01.05"
"6",5.75838763451357,"X1980.01.06"
"7",4.28534560520715,"X1980.01.07"
"8",4.50076853900874,"X1980.01.08"
"9",5.78123084448893,"X1980.01.09"
"10",1.80328557324604,"X1980.01.10"
"11",0.645597378048328,"X1980.01.11"
"12",4.81566883334591,"X1980.01.12"
"13",9.41945466754633,"X1980.01.13"
"14",8.98992724156161,"X1980.01.14"
"15",5.27237359576201,"X1980.01.15"
"16",5.97614191130761,"X1980.01.16"
"17",8.27309568431399,"X1980.01.17"
"18",1.26450298150249,"X1980.01.18"
"19",1.12935926449066,"X1980.01.19"
"20",0.731914584311323,"X1980.01.20"
"21",0.50372272691478,"X1980.01.21"
"22",1.89055406391074,"X1980.01.22"
"23",1.94549863628291,"X1980.01.23"
"24",2.15132699154933,"X1980.01.24"
"25",2.97110999587479,"X1980.01.25"
"26",-0.318444995963604,"X1980.01.26"
"27",1.03928743300045,"X1980.01.27"
"28",-1.56602766422693,"X1980.01.28"
"29",-3.11997439336339,"X1980.01.29"
"30",-3.53846561307207,"X1980.01.30"
"31",-0.567647720545844,"X1980.01.31"
"32",3.47566227163744,"X1980.02.01"
"33",5.25720164918025,"X1980.02.02"
"34",6.58476745098009,"X1980.02.03"
"35",5.5812546692857,"X1980.02.04"
"36",5.94468880902737,"X1980.02.05"
"37",4.2403403171979,"X1980.02.06"
"38",4.95360788135627,"X1980.02.07"
"39",6.03257388642075,"X1980.02.08"
"40",1.40505236708944,"X1980.02.09"
"41",2.21931155442918,"X1980.02.10"
"42",3.02514163999383,"X1980.02.11"
"43",2.23418037987682,"X1980.02.12"
"44",1.45796601684046,"X1980.02.13"
"45",3.92015153003874,"X1980.02.14"
"46",5.37929397930793,"X1980.02.15"
"47",8.06549153306069,"X1980.02.16"
"48",8.43020412790666,"X1980.02.17"
"49",9.28064057914489,"X1980.02.18"
"50",8.19001072481138,"X1980.02.19"
"51",4.92530027708603,"X1980.02.20"
"52",5.52260365549031,"X1980.02.21"
"53",5.14464385520428,"X1980.02.22"
"54",3.52323680532959,"X1980.02.23"
"55",5.78570667702124,"X1980.02.24"
"56",6.73217134355405,"X1980.02.25"
"57",7.28834619215869,"X1980.02.26"
"58",9.21841785667139,"X1980.02.27"
"59",6.89998348535748,"X1980.02.28"
"60",4.60069509493102,"X1980.02.29"
"61",5.8266713980141,"X1980.03.01"
"62",6.24803940856129,"X1980.03.02"
"63",5.73045318662573,"X1980.03.03"
"64",1.82761315730136,"X1980.03.04"
"65",3.27140217163352,"X1980.03.05"
"66",3.23589805323938,"X1980.03.06"
"67",1.39936132271082,"X1980.03.07"
"68",3.23896855676393,"X1980.03.08"
"69",3.10302558595981,"X1980.03.09"
"70",2.70973856514747,"X1980.03.10"
"71",3.94838063300955,"X1980.03.11"
"72",-0.875385823584102,"X1980.03.12"
"73",1.90924147350597,"X1980.03.13"
"74",4.36932724372509,"X1980.03.14"
"75",0.567470617310375,"X1980.03.15"
"76",1.01884446068829,"X1980.03.16"
"77",1.35157096118521,"X1980.03.17"
"78",1.53579160717125,"X1980.03.18"
"79",3.25600064080209,"X1980.03.19"
"80",3.6479421098409,"X1980.03.20"
"81",2.14189809698205,"X1980.03.21"
"82",5.58149857696043,"X1980.03.22"
"83",4.00108394245489,"X1980.03.23"
"84",4.50265583833423,"X1980.03.24"
"85",3.52648159697515,"X1980.03.25"
"86",1.61364991854932,"X1980.03.26"
"87",2.7756156902803,"X1980.03.27"
"88",3.69105044509062,"X1980.03.28"
"89",3.37134163218354,"X1980.03.29"
"90",4.74478357155389,"X1980.03.30"
"91",5.98825871397596,"X1980.03.31"
"92",4.56380222368678,"X1980.04.01"
"93",3.67309747109993,"X1980.04.02"
"94",1.29247707494646,"X1980.04.03"
"95",4.81487621681406,"X1980.04.04"
"96",6.0786321431125,"X1980.04.05"
"97",6.2105785805151,"X1980.04.06"
"98",2.4952115321173,"X1980.04.07"
"99",3.56067468157602,"X1980.04.08"
"100",6.55689697309371,"X1980.04.09"
"101",3.71911438612626,"X1980.04.10"
"102",6.98256640806111,"X1980.04.11"
"103",6.59693263758213,"X1980.04.12"
"104",5.95081818869355,"X1980.04.13"
"105",6.56779808188797,"X1980.04.14"
"106",6.21790467817849,"X1980.04.15"
"107",6.70760590002077,"X1980.04.16"
"108",6.77675721951581,"X1980.04.17"
"109",5.6270280967065,"X1980.04.18"
"110",8.32644867678301,"X1980.04.19"
"111",9.33172362222584,"X1980.04.20"
"112",2.42854314351907,"X1980.04.21"
"113",2.94745464913479,"X1980.04.22"
"114",6.04753933532522,"X1980.04.23"
"115",4.48998269930892,"X1980.04.24"
"116",4.91865052925337,"X1980.04.25"
"117",4.32934175773498,"X1980.04.26"
"118",7.46435526642231,"X1980.04.27"
"119",9.23049776488488,"X1980.04.28"
"120",8.00883170880309,"X1980.04.29"
"121",8.45445652511142,"X1980.04.30"
"122",7.15424692958867,"X1980.05.01"
"123",6.1840899646829,"X1980.05.02"
"124",8.01260186444729,"X1980.05.03"
"125",6.13488338436555,"X1980.05.04"
"126",9.36502388639188,"X1980.05.05"
"127",5.36362787889778,"X1980.05.06"
"128",7.7622091819387,"X1980.05.07"
"129",7.06437065623222,"X1980.05.08"
"130",6.63733324654605,"X1980.05.09"
"131",2.63296689269979,"X1980.05.10"
"132",3.72333041616126,"X1980.05.11"
"133",6.17707411192973,"X1980.05.12"
"134",6.66606259428033,"X1980.05.13"
"135",5.613912925671,"X1980.05.14"
"136",5.84830735965606,"X1980.05.15"
"137",6.27389946115126,"X1980.05.16"
"138",7.84923933405395,"X1980.05.17"
"139",10.5356935929815,"X1980.05.18"
"140",9.88082202202683,"X1980.05.19"
"141",12.1990297781218,"X1980.05.20"
"142",10.9067530741385,"X1980.05.21"
"143",6.41001874673257,"X1980.05.22"
"144",3.7012977075935,"X1980.05.23"
"145",3.16500495264409,"X1980.05.24"
"146",3.22859564918727,"X1980.05.25"
"147",3.92279493265332,"X1980.05.26"
"148",4.3513788265441,"X1980.05.27"
"149",5.13022450029577,"X1980.05.28"
"150",5.76136113224773,"X1980.05.29"
"151",6.72371753147983,"X1980.05.30"
"152",8.5738472512009,"X1980.05.31"
"153",8.54002459114845,"X1980.06.01"
"154",6.42265793626462,"X1980.06.02"
"155",5.04310523033347,"X1980.06.03"
"156",7.70842626936939,"X1980.06.04"
"157",4.18682367400183,"X1980.06.05"
"158",5.25948396557515,"X1980.06.06"
"159",5.61311068420016,"X1980.06.07"
"160",8.0619679284752,"X1980.06.08"
"161",8.60923432647635,"X1980.06.09"
"162",8.1510523109261,"X1980.06.10"
"163",6.54177529494697,"X1980.06.11"
"164",7.42681105257174,"X1980.06.12"
"165",7.58971829917453,"X1980.06.13"
"166",6.9784345555743,"X1980.06.14"
"167",10.306105128122,"X1980.06.15"
"168",10.0619177621439,"X1980.06.16"
"169",10.2595188716136,"X1980.06.17"
"170",8.77070333104615,"X1980.06.18"
"171",7.87397403454562,"X1980.06.19"
"172",8.24274971397645,"X1980.06.20"
"173",9.43951990954373,"X1980.06.21"
"174",7.20226916370042,"X1980.06.22"
"175",7.94364300835023,"X1980.06.23"
"176",7.93089078927259,"X1980.06.24"
"177",9.86450520349205,"X1980.06.25"
"178",6.14267107830682,"X1980.06.26"
"179",7.98507574419363,"X1980.06.27"
"180",10.8078182706045,"X1980.06.28"
"181",11.2077895173239,"X1980.06.29"
"182",9.47547910629062,"X1980.06.30"
"183",11.1292837256685,"X1980.07.01"
"184",10.9552900583372,"X1980.07.02"
"185",9.50739904718661,"X1980.07.03"
"186",9.23967711859887,"X1980.07.04"
"187",8.65980831308102,"X1980.07.05"
"188",8.36280084859341,"X1980.07.06"
"189",7.48493944231523,"X1980.07.07"
"190",9.10149957827472,"X1980.07.08"
